"full_name","html_url","description","language","topics","stargazers_count","created_at"
"hukenovs/math","https://github.com/hukenovs/math","Useful m-scripts for DSP (CIC, FIR, FFT, Fast convolution, Partial Filters etc.)","MATLAB","cic;digital-signal-processing;dsp;fast-convolutions;fast-fourier-transform;fft;fir;fpga;m-scripts;math;matlab;octave;verilog;vhdl","33","28.03.2017 9:33:05"
"hukenovs/fp23fftk","https://github.com/hukenovs/fp23fftk","Floating point Forward/Inverse Fast Fourier Transform (FFT) IP-core for newest Xilinx FPGAs (Source lang. - VHDL).","VHDL","altera;chirp;convolution;convolution-filter;cooley-tukey-fft;digital-signal-processing;dsp;fast-convolutions;fast-fourier-transform;fft;floating-point;fpga;frequency-analysis;ieee754;matlab;octave;radix-2;verilog;vhdl;xilinx","62","21.02.2017 10:42:33"
"MegaJoctan/MALE5","https://github.com/MegaJoctan/MALE5","Machine Learning repository for MQL5 ","MQL5","machine-learning;machine-learning-algorithms;mql5;mql5-api;python3;trading-bot;trading-robots","257","11.12.2022 6:56:53"
"ampl/gsl","https://github.com/ampl/gsl","GNU Scientific Library with CMake build support and AMPL bindings","C","","622","31.08.2012 23:32:12"
"yulz008/GOLD_ORB","https://github.com/yulz008/GOLD_ORB","Open Range Breakout Expert Advisor for XAUUSD (GOLD)  ","MQL5","breakout;expert-advisor;forex-trading-bot;gold;mql5;price-action;trading","223","15.11.2022 14:50:19"
"zpzim/SCAMP","https://github.com/zpzim/SCAMP","The fastest way to compute matrix profiles on CPU and GPU!","C++","cuda;gpu;matrix-profile;python;time-series;time-series-analysis","194","02.04.2018 18:58:28"
"TengerTechnologies/Bricklayers","https://github.com/TengerTechnologies/Bricklayers","A processing script for Bricklayers in Prusaslicer and Orcaslicer","Python","","2190","22.01.2025 18:13:43"
"selkovevgeny/RelayLab","https://github.com/selkovevgeny/RelayLab"," Библиотека предназначенная для простой работы с аварийными осциллограммами в формате COMTRADE в jupiter notebook.","Jupyter Notebook","","3","30.01.2024 12:57:50"
"dparrini/python-comtrade","https://github.com/dparrini/python-comtrade","A module designed to read Common Format for Transient Data Exchange (COMTRADE) file format.","Python","","100","11.11.2018 17:44:37"
"neurreps/awesome-neural-geometry","https://github.com/neurreps/awesome-neural-geometry","A curated collection of resources and research related to the geometry of representations in the brain, deep networks, and beyond",,"awesome-list;deep-learning;differential-geometry;equivariance;group-theory;neural-computation;neural-networks;neuroscience;papers;symmetry;topology","1064","31.07.2022 1:19:57"
"swharden/csharp-data-smoothing","https://github.com/swharden/csharp-data-smoothing","A survey of data smoothing strategies implemented in C#","C#","","5","27.12.2024 17:26:42"
"giaf/hpipm","https://github.com/giaf/hpipm","High-performance interior-point-method QP and QCQP solvers","C","high-performance;interior-point-method;optimal-control","685","12.05.2017 8:20:10"
"Armchair-Heavy-Industries/A4T","https://github.com/Armchair-Heavy-Industries/A4T","[A]nother [4]010 [T]oolhead. A toolhead for Voron front rail printers built around 4010 blower fans, efficient ducts, and easy assembly.",,"","559","28.10.2024 20:40:21"
"PatWie/CppNumericalSolvers","https://github.com/PatWie/CppNumericalSolvers","The fastest open-source C++17 optimization library for unconstrained nonlinear problems. Header-only, single dependency. Highest reliability, composable function expressions, unconstrained and constrained solvers.","C++","bfgs;constrained-optimization;eigen;expression-templates;gradient-computation;lbfgs;lbfgs-solver;lbfgsb-solver;mathematics;minimization;minimization-algorithm;newton;numerical-optimization-methods;optimization;optimization-algorithms;optimization-methods;optimization-tools;solver;solvers","965","29.05.2014 15:45:13"
"tidyverse/ggplot2","https://github.com/tidyverse/ggplot2","An implementation of the Grammar of Graphics in R","R","data-visualisation;r;visualisation","6931","25.05.2008 1:21:32"
"kyleisah/Klipper-Adaptive-Meshing-Purging","https://github.com/kyleisah/Klipper-Adaptive-Meshing-Purging","A unique leveling solution for Klipper-enabled 3D printers!",,"","2189","17.11.2022 4:55:00"
"simbody/simbody","https://github.com/simbody/simbody","High-performance C++ multibody dynamics/physics library for simulating articulated biomechanical and mechanical systems like vehicles, robots, and the human skeleton.","C++","biomechanics;multibody-dynamics;physics-engine;physics-simulation;robotics","2520","16.08.2013 0:21:53"
"Annex-Engineering/klipper_estimator","https://github.com/Annex-Engineering/klipper_estimator",,"Rust","","346","13.07.2021 13:32:08"
"kfrlib/kfr","https://github.com/kfrlib/kfr","Fast, modern C++ DSP framework, FFT, Sample Rate Conversion, FIR/IIR/Biquad Filters (SSE, AVX, AVX-512, ARM NEON, RISC-V RVV)","C++","audio;audio-processing;avx;avx512;clang;cplusplus;cplusplus-14;cplusplus-17;cpp14;cpp17;cxx;dft;digital-signal-processing;discrete-fourier-transform;dsp;fast-fourier-transform;fft;header-only;risc-v;simd","1874","29.06.2016 17:48:43"
"vinniefalco/DSPFilters","https://github.com/vinniefalco/DSPFilters","A Collection of Useful C++ Classes for Digital Signal Processing","C++","","2052","05.03.2012 18:37:26"
"AllenDowney/ThinkDSP","https://github.com/AllenDowney/ThinkDSP","Think DSP: Digital Signal Processing in Python, by Allen B. Downey.","Jupyter Notebook","","4536","13.08.2013 18:37:02"
"QIDITECH/QIDI_Q1_Pro","https://github.com/QIDITECH/QIDI_Q1_Pro",,,"","102","18.03.2024 10:21:51"
"tetsu97/WristWatch-G2-Extruder","https://github.com/tetsu97/WristWatch-G2-Extruder","This is WristWatch, a standalone extruder designed by @bythorsthunder WWG2 is built as an alternative to WristWatch BMG etruder - but it uses Galileo 2 insides for pushing filament. Development started approximately when G2SA was being worked on, but later Thor was kind enough to allow me help him with further refinements of this extruder.",,"","262","17.10.2023 18:16:55"
"jwangjie/Gaussian-Process-Regression-Tutorial","https://github.com/jwangjie/Gaussian-Process-Regression-Tutorial","An Intuitive Tutorial to Gaussian Processes Regression","Jupyter Notebook","","680","31.03.2020 4:22:52"
"makersmakingchange/LipSync","https://github.com/makersmakingchange/LipSync","An open-source mouth operated sip and puff joystick that enables people with limited hand function to emulate a mouse on their computer and/or smartphone.","C++","3d-printing;accessibility;adaptive-gaming;disability;firmware;hardware;mouse;mouth-mouse;open-source;open-source-hardware;openat;pcb;xbox-adaptive-controller","14","10.11.2021 1:51:54"
"Infarh/MathCore.DSP","https://github.com/Infarh/MathCore.DSP","Библиотека методов и средств цифровой обработки сигналов","C#","","6","30.08.2019 22:30:28"
"matousc89/padasip","https://github.com/matousc89/padasip","Python Adaptive Signal Processing ","Python","adaptive-filtering;data-analysis;data-processing;machine-learning;signal-processing","324","27.04.2016 7:38:40"
"gnuradio/gnuradio","https://github.com/gnuradio/gnuradio","GNU Radio – the Free and Open Software Radio Ecosystem","C++","c-plus-plus;cybersecurity;dsp;gnu;gnuradio;hacktoberfest;python;radio;sdr;wireless","6081","21.12.2011 22:05:37"
"egaoharu-kensei/ML-algorithms-from-scratch.-Course-for-beginners","https://github.com/egaoharu-kensei/ML-algorithms-from-scratch.-Course-for-beginners","ML-algorithms from scratch using Python. Classic Machine Learning course. ","Jupyter Notebook","bagging-and-random-forest;boosting-algorithms;clustering-algorithms;data-science;decision-tree-cart;knn;lda;machine-learning;machine-learning-algorithms-from-scratch;machine-learning-course;matplotlib;numpy;pandas;pca;python;regression-algorithms;scikit-learn;seaborn;stacking-blending;svm","119","08.03.2024 17:47:32"
"pola-rs/polars","https://github.com/pola-rs/polars","Extremely fast Query Engine for DataFrames, written in Rust","Rust","arrow;dataframe;dataframe-library;dataframes;out-of-core;polars;python;rust","38504","13.05.2020 19:45:33"
"VoronDesign/Voron-2","https://github.com/VoronDesign/Voron-2","Voron 2 CoreXY 3D Printer design",,"","4379","12.11.2018 23:57:59"
"DerrickDarrell/Creality-Ender-3-V3-SE-KE","https://github.com/DerrickDarrell/Creality-Ender-3-V3-SE-KE",,,"","118","25.01.2024 16:38:15"
"swharden/SwarmFit","https://github.com/swharden/SwarmFit","A .NET package for fitting curves to data using particle swarm optimization","C#","curve;curve-fitting;math;mathmatics;particle-swarm-optimization","21","14.08.2024 16:20:10"
"GridOPTICS/GridPACK","https://github.com/GridOPTICS/GridPACK",,"C++","","62","22.07.2014 21:01:57"
"cycfi/q","https://github.com/cycfi/q","C++ Library for Audio Digital Signal Processing","C++","audio;audio-processing;c-plus-plus;cpp;cpp-library;cpp20;dsp;dsp-library;effects;frequency;function-composition;guitar-processor;modern-cpp;music;pitch-detection;pitch-tracking;synth","1381","04.11.2017 2:06:19"
"LancePutnam/Gamma","https://github.com/LancePutnam/Gamma","Generic (Sound) Synthesis Library ","C++","","492","28.06.2012 23:05:32"
"hukenovs/dsp-theory","https://github.com/hukenovs/dsp-theory","Theory of digital signal processing (DSP): signals, filtration (IIR, FIR, CIC, MAF), transforms (FFT, DFT, Hilbert, Z-transform) etc.","Jupyter Notebook","convolution;digital-signal-processing;dsp;fast-fourier-transform;fft;finite-impulse-response;fir;fpga;lectures;lessons;numpy;numpy-tutorial;python;scipy;tutorial","1207","10.07.2019 11:18:10"
"DKenefake/SmallPRNG","https://github.com/DKenefake/SmallPRNG","A small header-only library for prng implementations using templates. Implements most popular algorithms with a simple and flexible interface. Now with distribution sampling!","C++","aes;cpp;monte-carlo;prng;prng-algorithms;prng-implementations;rng","5","15.08.2020 6:34:22"
"jimmyberg/DigitalFilters","https://github.com/jimmyberg/DigitalFilters",,"C++","","41","08.02.2018 15:16:04"
"pms67/FilterLib","https://github.com/pms67/FilterLib","Collection of digital filters written in C++.","C++","","112","25.02.2019 16:37:00"
"RT-WDF/rt-wdf_lib","https://github.com/RT-WDF/rt-wdf_lib","RT-WDF -  Real-Time Wave Digital Filter Library","C++","","104","31.05.2016 15:22:18"
"ZipCPU/dspfilters","https://github.com/ZipCPU/dspfilters","A collection of demonstration digital filters","Verilog","demonstration-filters;dsp;filter;fpga;gplv3;lfsr;verilog","173","18.08.2017 23:13:52"
"JonHub/Filters","https://github.com/JonHub/Filters","A realtime digital signal processing (DSP) library for Arduino","C++","","189","12.01.2015 6:23:21"
"JuliaDSP/DSP.jl","https://github.com/JuliaDSP/DSP.jl","Filter design, periodograms, window functions, and other digital signal processing functionality","Julia","dsp;filter;julia;periodogram;spectrogram","417","27.11.2013 23:35:58"
"janohhank/recursive-filters","https://github.com/janohhank/recursive-filters","Recursive filter implementations which works on digital samples.","C++","","1","09.01.2018 15:45:28"
"thliebig/openEMS","https://github.com/thliebig/openEMS","openEMS is a free and open-source electromagnetic field solver using the EC-FDTD method.","C++","","662","11.04.2012 20:06:05"
"Dsplib/libdspl-2.0","https://github.com/Dsplib/libdspl-2.0","libdspl-2.0 is opensource cross-platform digital signal processing algorithm library, written in C language. ","C","blas;digital-filters;digital-spectral-analysis;dsp;elliptic-functions;fft;filter;fir;gnuplot-interface;hilbert-transform-algorithms;iir;iir-filters;lapack;math-functions;signal;statistic-functions","111","12.03.2018 20:27:19"
"Donkie/Spoolman","https://github.com/Donkie/Spoolman","Keep track of your inventory of 3D-printer filament spools.","Python","3d-printing;database;inventory;service","2444","01.04.2023 14:24:19"
"xblax/flashforge_ad5m_klipper_mod","https://github.com/xblax/flashforge_ad5m_klipper_mod","Unoffical mod for Flashforge Adventurer 5M (Pro) 3D printers to run Moonraker, custom Klipper, Mainsail & Fluidd","Python","","420","08.02.2024 20:36:21"
"Frix-x/klippain-shaketune","https://github.com/Frix-x/klippain-shaketune","Klipper streamlined input shaper workflow and calibration tools","Python","accelerometer;axis;klippain;klipper;machine;resonance;tuning;vibrations","1128","28.09.2023 15:49:56"
"LeeOtts/Ender3v2-Klipper-Configs","https://github.com/LeeOtts/Ender3v2-Klipper-Configs","Welcome to the repository that houses meticulously crafted configuration files for a modified Ender 3 V2 printer, complete with the Sprite Pro Extruder, CR Touch, and a 4.2.7 silent board. These configuration files are specifically designed to empower you with unrivaled control and precision. Due to popular demand I recently added a 4.2.2 config. ",,"3d-printing;422;422-board;427;427-board;ender-3;ender-3-pro;ender3;ender3v2;klipper;klipper-configuration","196","06.06.2023 19:19:24"
"FlashForge/AD5M_Series_Klipper","https://github.com/FlashForge/AD5M_Series_Klipper",,"C","","80","24.01.2024 5:52:23"
"bootuz-dinamon/ender3-v3-se-full-klipper","https://github.com/bootuz-dinamon/ender3-v3-se-full-klipper","Configuration files for Klipper for Ender3 V3 SE.",,"","215","21.10.2023 15:08:30"
"OrcaSlicer/OrcaSlicer","https://github.com/OrcaSlicer/OrcaSlicer","G-code generator for 3D printers (Bambu, Prusa, Voron, VzBot, RatRig, Creality, etc.)","C++","3d-printer;3d-printing;makers;orca;orcaslicer;slicer","14024","16.07.2022 11:01:21"
"CrealityOfficial/Creality_Sonic_Pad","https://github.com/CrealityOfficial/Creality_Sonic_Pad","Firmware for Creality S-Pad by Creality",,"","160","29.07.2022 3:17:31"
"0xD34D/ender3-v3-se-klipper-config","https://github.com/0xD34D/ender3-v3-se-klipper-config","Klipper config for the Ender-3 V3 SE",,"","165","04.09.2023 6:35:02"
"sn4k3/UVtools","https://github.com/sn4k3/UVtools","MSLA/DLP, file analysis, calibration, repair, conversion and manipulation","C#","3d-printing;3d-reconstruction;analysis;cbddlp;convertion;ctb;cws;dlp;mesh;msla;photon;phz;prusa-sl1;prusaslicer;pws;resin-3d-printers;resin-printer;slice;viewer;zip","1559","05.04.2020 22:10:42"
"TheFeralEngineer/Klipper-for-Elegoo-Neptune-series-3D-Printers","https://github.com/TheFeralEngineer/Klipper-for-Elegoo-Neptune-series-3D-Printers","run Klipper on your neptune 2, 2s, 3, 3pro, etc! ",,"","218","09.01.2023 3:08:02"
"AbomShep/-KlipperInfo","https://github.com/AbomShep/-KlipperInfo","Gitbook Repository",,"","25","30.11.2019 17:15:55"
"nehilo/Klipper-KingRoon-Printers","https://github.com/nehilo/Klipper-KingRoon-Printers",,,"","171","25.01.2021 11:45:34"
"dw-0/kiauh","https://github.com/dw-0/kiauh","Klipper Installation And Update Helper","Python","3d-printing;fluidd;klipper;klipperscreen;mainsail;moonraker;obico;raspberry-pi;telegram","4390","22.05.2020 9:34:03"
"theycallmek/Klipper-Input-Shaping-Assistant","https://github.com/theycallmek/Klipper-Input-Shaping-Assistant","Run Klipper's input shaping calibration without the need for a full Klipper setup.","Python","","53","17.09.2023 19:47:16"
"Guilouz/Creality-Helper-Script-Wiki","https://github.com/Guilouz/Creality-Helper-Script-Wiki","Wiki for Creality Helper Script",,"","1164","03.08.2023 19:31:48"
"CrealityOfficial/K1_Series_Annex","https://github.com/CrealityOfficial/K1_Series_Annex",,"Shell","","189","07.09.2023 6:09:50"
"Photonsters/anycubic-photon-docs","https://github.com/Photonsters/anycubic-photon-docs","This repo  aims to collect curate and compile information on anycubic photon hardware software and use","HTML","","499","27.06.2018 0:50:53"
"FreeCAD/FreeCAD","https://github.com/FreeCAD/FreeCAD","Official source code of FreeCAD, a free and opensource multiplatform 3D parametric modeler.","C++","3d;3d-printing;architecture;bim;cad;cam;coin;engineering;fem;freecad;linux;macos;opencascade;windows","30935","09.09.2012 8:25:02"
"mriscoc/Ender3V2S1","https://github.com/mriscoc/Ender3V2S1","This is optimized firmware for Ender3 V2/S1 3D printers.","C++","ender3s1;ender3v2;firmware","3127","22.01.2022 15:19:17"
"Kanaries/pygwalker","https://github.com/Kanaries/pygwalker","PyGWalker: Turn your dataframe into an interactive UI for visual analysis","Python","data-analysis;data-exploration;dataframe;matplotlib;pandas;plotly;tableau;tableau-alternative;visualization","15773","16.02.2023 5:17:24"
"serwy/idlex","https://github.com/serwy/idlex","IdleX - IDLE extensions for Python","Python","","50","06.08.2018 12:17:16"
"robEllenberg/gcode-syntax","https://github.com/robEllenberg/gcode-syntax","G-Code syntax highlighting for Notepad ++ with UDL2.0","nesC","","61","14.07.2013 17:27:45"
"hediet/vscode-drawio","https://github.com/hediet/vscode-drawio","This unofficial extension integrates Draw.io (also known as diagrams.net) into VS Code.","TypeScript","diagram;drawio;hacktoberfest;vscode-extension","9436","08.05.2020 16:14:10"
"wo80/csparse-extensions","https://github.com/wo80/csparse-extensions","Extensions to CSparse.NET: iterative solvers, dense direct solvers ...","C#","","4","31.07.2020 12:49:34"
"SciML/Optimization.jl","https://github.com/SciML/Optimization.jl","Mathematical Optimization in Julia. Local, global, gradient-based and derivative-free. Linear, Quadratic, Convex, Mixed-Integer, and Nonlinear Optimization in one simple, fast, and differentiable interface.","Julia","algorithmic-differentiation;automatic-differentiation;convex-optimization;derivative-free-optimization;global-optimization;hacktoberfest;julia;local-optimization;mixed-integer-programming;nonlinear-optimization;optimization;scientific-machine-learning;sciml","824","06.05.2020 8:00:25"
"bwapi/bwapi","https://github.com/bwapi/bwapi","Brood War API","C++","ai;brood-war-api;broodwar;bwapi;c-plus-plus;game;starcraft","1660","19.01.2014 16:43:45"
"Cysharp/MasterMemory","https://github.com/Cysharp/MasterMemory","Source Generator based Embedded Typed Readonly In-Memory Document Database for .NET and Unity.","C#","c-sharp;memory-database;unity","1809","28.12.2016 14:14:20"
"Cysharp/ObservableCollections","https://github.com/Cysharp/ObservableCollections","High performance observable collections and synchronized views, for WPF, Blazor, Unity.","C#","","980","04.08.2021 0:31:21"
"jtmueller/Collections.Pooled","https://github.com/jtmueller/Collections.Pooled","Fast, low-allocation ports of List, Dictionary, HashSet, Stack, and Queue using ArrayPool and Span.","C#","arraypool;dictionary;hashset;list;queue;span;stack","598","23.12.2018 2:05:23"
"unoplatform/uno","https://github.com/unoplatform/uno","Open-source platform for building cross-platform native Mobile, Web, Desktop and Embedded apps quickly.  Create rich, C#/XAML, single-codebase apps from any IDE. Hot Reload included! 90m+ NuGet Downloads!!","C#","android;c-sharp;cross-platform;csharp;dotnet;hacktoberfest;linux;macos;mono;mvvm;roslyn;uno;uno-platform;uwp;wasm;webassembly;windows;winui;xamarin;xaml","9938","07.05.2018 11:52:27"
"Sergio0694/ComputeSharp","https://github.com/Sergio0694/ComputeSharp","A .NET library to run C# code in parallel on the GPU through DX12, D2D1, and dynamically generated HLSL compute and pixel shaders, with the goal of making GPU computing easy to use for all .NET developers! 🚀","C#","computing;csharp;d2d1;directx;dotnet;gpgpu;gpu;hlsl;hlsl-shader;library;netstandard;nuget;performance;shader;uwp;visual-studio;winui;winui3;xaml","3125","10.08.2019 10:36:29"
"neuecc/MarkdownGenerator","https://github.com/neuecc/MarkdownGenerator","Generate markdown from C# binary & xml document for GitHub Wiki.","C#","","195","20.05.2016 14:11:18"
"plotly/plotly.py","https://github.com/plotly/plotly.py","The interactive graphing library for Python :sparkles:","Python","d3;dashboard;declarative;graph-library;interactive;jupyter-notebook;plotly;plotly-dash;plotlyjs;python;regl;sparkles;visualization;webgl","18528","21.11.2013 5:53:08"
"princeton-vl/infinigen","https://github.com/princeton-vl/infinigen","Infinite Photorealistic Worlds using Procedural Generation","Python","","6962","17.06.2023 9:40:36"
"BriefFiniteElementNet/BriefFiniteElement.Net","https://github.com/BriefFiniteElementNet/BriefFiniteElement.Net","BriefFiniteElementDotNET (BFE.NET) is a library for linear-static Finite Element Method (FEM) analysis of solids and structures in .NET","C#","bfe;civil-engineering;fe-models;fem;finite;finite-element-analysis;finite-element-method;finite-elements","176","01.09.2016 4:27:50"
"wieslawsoltes/NodeEditor","https://github.com/wieslawsoltes/NodeEditor","A node editor control for Avalonia.","C#","avalonia;avaloniaui;graph;graph-control;logic-diagram;node-editor","275","23.10.2021 18:08:08"
"JuliaSmoothOptimizers/JSOSolvers.jl","https://github.com/JuliaSmoothOptimizers/JSOSolvers.jl",,"Julia","","77","20.02.2019 23:49:53"
"lanl-ansi/GasModels.jl","https://github.com/lanl-ansi/GasModels.jl","A Julia/JuMP Package for Gas Network Optimization","Julia","gas-flow;gas-network-formulations;network;optimization","79","29.08.2016 16:01:10"
"lanl-ansi/WaterModels.jl","https://github.com/lanl-ansi/WaterModels.jl","A Julia/JuMP Package for Water Distribution Network Optimization","Julia","julia;network;optimization;water","76","22.05.2017 17:45:40"
"power-grid-lib/pglib-opf","https://github.com/power-grid-lib/pglib-opf","Benchmarks for the Optimal Power Flow Problem","MATLAB","benchmark;dataset;matpower;optimal-power-flow","399","27.06.2017 19:02:06"
"vkostyukov/la4j","https://github.com/vkostyukov/la4j","Linear Algebra for Java","Java","","379","19.12.2012 5:33:56"
"kikipoulet/SukiUI","https://github.com/kikipoulet/SukiUI","UI Theme for AvaloniaUI","C#","","2539","01.03.2022 9:53:18"
"haplokuon/netDxf","https://github.com/haplokuon/netDxf",".net dxf Reader-Writer","C#","autocad;cad;dxf;dxf-files;dxf-reader;dxf-writer","1134","05.10.2017 14:51:50"
"shestakov/wordroller","https://github.com/shestakov/wordroller","Free Microsoft Word document (aka .docx) processing library for .Net","C#","docx;docx-library;microsoft;msword;officeopenxml;ooxml;word","61","17.10.2020 9:10:40"
"kolbacer/SparseLU.NET","https://github.com/kolbacer/SparseLU.NET","Thesis project: Sparse LU in .NET + analysis tools","C#","","1","23.04.2023 21:53:20"
"pghysels/STRUMPACK","https://github.com/pghysels/STRUMPACK","Structured Matrix Package (LBNL)","C++","dense-matrices;hpc;hss;linear-algebra;linear-systems;matrix-computations;preconditioner;sparse-linear-systems;sparse-matrix","193","08.06.2017 17:12:31"
"vkhorikov/CSharpFunctionalExtensions","https://github.com/vkhorikov/CSharpFunctionalExtensions","Functional extensions for C#","C#","csharp;entity;functional-programming;maybe-monad;result;value-object","2798","18.06.2016 8:50:27"
"AvaloniaUtils/DialogHost.Avalonia","https://github.com/AvaloniaUtils/DialogHost.Avalonia","AvaloniaUI control that provides a simple way to display a dialog with information or prompt the user when information is needed","C#","avalonia;avaloniaui;c-sharp;c-sharp-library;control;dialogs;gui;multi-platform;mvvm;xaml","355","19.04.2021 15:45:18"
"steamcore/TinyIpc","https://github.com/steamcore/TinyIpc",".NET inter process broadcast message bus with supporting classes","C#","broadcast-messaging;dotnet;ipc;message-bus","111","29.01.2014 22:24:13"
"kekyo/FlashCap","https://github.com/kekyo/FlashCap","Independent video frame capture library on .NET/.NET Core and .NET Framework.","C#","avfoundation;capture;csharp;directshow;directshow-camera;dotnet;frame-grabber;fsharp;image;independent;v4l2;vfw;video;video-for-windows","258","07.03.2022 10:46:13"
"ealux/Power-Equipment-Handbook","https://github.com/ealux/Power-Equipment-Handbook","Automated power equipment handbook to make power networks","C#","","3","07.10.2019 10:30:43"
"madskristensen/AddAnyFile","https://github.com/madskristensen/AddAnyFile","A Visual Studio extension","C#","","275","02.09.2014 3:29:30"
"juzzlin/Heimer","https://github.com/juzzlin/Heimer","Heimer is a simple cross-platform mind map, diagram, and note-taking tool written in Qt.","C++","cplusplus;cplusplus-17;diagram;editor;flowchart;graph;learning;linux-app;mind-mapping;mindmap;note-taking;optimizer;productivity;qt;qt5;qt6;studying;ubuntu;windows-app","973","22.02.2018 22:04:49"
"mito-ds/mito","https://github.com/mito-ds/mito","Jupyter extensions that help you write code faster: Context aware AI Chat, Autocomplete, and Spreadsheet","Jupyter Notebook","ai;data;data-analysis;data-science;data-visualization;jupyter;jupyterhub;jupyterlab;jupyterlab-extension;pandas;python;streamlit-component","2633","20.01.2022 17:13:19"
"asavinov/prosto","https://github.com/asavinov/prosto","Prosto is a data processing toolkit radically changing how data is processed by heavily relying on functions and operations with functions - an alternative to map-reduce and join-groupby","Python","business-intelligence;data-preparation;data-preprocessing;data-processing;data-science;data-wrangling;feature-engineering;map-reduce;olap;pandas;python;spark;workflow","93","20.07.2019 9:16:12"
"TheAlgorithms/C-Sharp","https://github.com/TheAlgorithms/C-Sharp","All algorithms implemented in C#.","C#","algorithm;algorithms;algorithms-and-data-structures;c-sharp;data-structures;hacktoberfest","8125","29.07.2016 6:04:43"
"unvell/ReoGrid","https://github.com/unvell/ReoGrid","Fast and powerful .NET spreadsheet component, support data format, freeze, outline, formula calculation, chart, script execution and etc. Compatible with Excel 2007 (.xlsx) format and working on .NET 3.5 (or client profile), WPF and Android platform.","C#","calculation;dotnet;excel;excelreader;excelwriter;formula;grid;grid-editor;reogrid;spreadsheet;wpf;xlsx;xlsxreader;xlsxwriter","1581","16.10.2016 14:14:56"
"sony/nnabla","https://github.com/sony/nnabla","Neural Network Libraries","Python","","2778","26.06.2017 1:07:10"
"Krypton-Suite/Extended-Toolkit","https://github.com/Krypton-Suite/Extended-Toolkit","A companion toolkit for the standard toolkit.","C#","colour-palette;colours;controls;csharp;dll;dotnet;dotnet-core;extended-tookit;extendedrenderer;krypton;krypton-outlook-grid;messagebox;netcore;nuget;nuget-packages;theme;toolbox;vbnet;winforms","258","26.02.2020 11:38:24"
"whistyun/Markdown.Avalonia","https://github.com/whistyun/Markdown.Avalonia","render markdown with Avalonia UI","C#","avaloniaui;markdown","402","26.11.2020 11:53:22"
"whistyun/MdXaml","https://github.com/whistyun/MdXaml","Markdown for WPF - alternate version of Markdown.Xaml","C#","flowdocument;markdown;wpf","327","20.02.2020 16:02:12"
"DovAmir/awesome-design-patterns","https://github.com/DovAmir/awesome-design-patterns","A curated list of software and architecture related design patterns.",,"architecture;awesome;awesome-list;cloud-computing;design-patterns;gof-patterns;lists;microservices;resources","47369","04.06.2018 17:47:48"
"anupavanm/csharp-design-patterns-for-humans","https://github.com/anupavanm/csharp-design-patterns-for-humans","Design Patterns for Humans™ - An ultra-simplified explanation - C# Examples","C#","adapter-pattern;behavioral-patterns;bridge-pattern;builder-pattern;chain-of-responsibility-pattern;command-pattern;composite-patterns;creational-patterns;csharp;decorator-pattern;design-patterns;facade-pattern;factory-pattern;flyweight-pattern;iterator-pattern;mediator-pattern;prototype-pattern;proxy-pattern;singleton-pattern;structural-patterns","1384","09.04.2018 21:15:38"
"massgravel/Microsoft-Activation-Scripts","https://github.com/massgravel/Microsoft-Activation-Scripts","Open-source Windows and Office activator featuring HWID, Ohook, TSforge, and Online KMS activation methods, along with advanced troubleshooting.","Batchfile","activator;hwid;kms;kms38;massgrave;massgravel;microsoft;microsoft365;office;office365;ohook;powershell;tsforge;windows;windows-10;windows-11","175392","12.01.2020 23:03:34"
"DomCR/ACadSharp","https://github.com/DomCR/ACadSharp","C# library to read/write cad files like dxf/dwg.","C#","cad;dwg;dwg-files;dwg-reader;dwg-writer;dxf;dxf-files;dxf-reader;dxf-writer","742","04.02.2021 20:44:16"
"verybadcat/CSharpMath","https://github.com/verybadcat/CSharpMath","LaTeX. in C#. (ported from the wonderful iosMath project).","C#","dotnet;formula;latex;math;rendering","442","06.10.2017 0:24:11"
"CommunityToolkit/dotnet","https://github.com/CommunityToolkit/dotnet",".NET Community Toolkit is a collection of helpers and APIs that work for all .NET developers and are agnostic of any specific UI platform. The toolkit is maintained and published by Microsoft, and part of the .NET Foundation.","C#","csharp;dotnet;maui;mvvm;netcore;netframework;netstandard;uno-platform;uwp;wpf","3672","20.10.2021 16:52:16"
"louthy/language-ext","https://github.com/louthy/language-ext","C# pure functional programming framework - come and get declarative!","C#","ad-hoc-polymorphism;applicative;bcl;c-sharp;f-sharp;functional-languages;functional-programming;functor;higher-kinded-types;immutable-collections;immutable-types;language-ext;lenses;monad;monad-transformers;monads;monoid;records;semigroup;structural-equality","7049","16.11.2014 23:49:58"
"DapperLib/Dapper","https://github.com/DapperLib/Dapper","Dapper - a simple object mapper for .Net","C#","ado-net;dapper;sql","18293","14.04.2011 8:42:59"
"microsoft/XamlBehaviorsWpf","https://github.com/microsoft/XamlBehaviorsWpf","Home for WPF XAML Behaviors on GitHub. ","C#","","906","23.03.2017 18:55:07"
"Kinnara/ModernWpf","https://github.com/Kinnara/ModernWpf","Modern styles and controls for your WPF applications","C#","csharp;desktop;fluent-design;windows;winui;wpf;xaml","4925","18.10.2019 15:08:32"
